RecipeID,StepNumber,StepDescription
124,10,' The beans will absorb all the fabulous flavours and the sauce will thicken'
124,11,' Allow to cool then scatter with parsley and drizzle with a little more olive oil to serve'
125,1,'Bring a large pot of lightly salted water to a boil'
125,2,' Place cabbage head into water cover pot and cook until cabbage leaves are slightly softened enough to remove from head 3 minutes'
125,3,' Remove cabbage from pot and let cabbage sit until leaves are cool enough to handle about 10 minutes'
125,4,'Remove 18 whole leaves from the cabbage head cutting out any thick tough center ribs'
125,5,' Set whole leaves aside'
125,6,' Chop the remainder of the cabbage head and spread it in the bottom of a casserole dish'
125,7,'Melt butter in a large skillet over medium-high heat'
125,8,' Cook and stir onion in hot butter until tender 5 to 10 minutes'
125,9,' Cool'
125,10,'Stir onion beef pork rice garlic 1 teaspoon salt and 1/4 teaspoon pepper together in a large bowl'
125,11,'Preheat oven to 350 degrees F (175 degrees C)'
125,12,'Place about 1/2 cup beef mixture on a cabbage leaf'
125,13,' Roll cabbage around beef mixture tucking in sides to create an envelope around the meat'
125,14,' Repeat with remaining leaves and meat mixture'
125,15,' Place cabbage rolls in a layer atop the chopped cabbage in the casserole dish; season rolls with salt and black pepper'
125,16,'Whisk tomato soup tomato juice and ketchup together in a bowl'
125,17,' Pour tomato soup mixture over cabbage rolls and cover dish wish aluminum foil'
125,18,'Bake in the preheated oven until cabbage is tender and meat is cooked through about 1 hour'
126,1,'STEP 1Put all of the ingredients except the sardines into a bowl and mix together with some seasoning'
126,2,' Pour into a baking dish add the sardines and toss really well'
126,3,' Cover and chill for a few hours'
126,4,'STEP 2Heat a BBQ or griddle pan until hot'
126,5,' Cook the sardines for 4-5 minutes on each side or until really caramelised and charred'
126,6,' Put onto a serving plate drizzle with oil sprinkle with a little more paprika and squeeze over the lemon wedges'
127,1,''
127,2,'  Prepare the eggplants for grilling by pricking them all over with a fork'
127,3,'  This is so it wont burst during the grilling process as the natural water in it heats up'
127,4,'2'
127,5,'  Grill the eggplants turning them over frequently to ensure even cooking'
127,6,'  Grill until the skins are dark brown even black and the eggplant is soft when you touch it'
127,7,'3'
127,8,'  Soak the grilled eggplant in a bowl of water to cool it down'
127,9,'  Peel the skin off the eggplant'
127,10,'  Place the whole eggplants in a shallow dish (my mom actually cuts the eggplant into small bite-sized pieces)'
127,11,' 4'
127,12,'  In a small mixing bowl mix together the coconut milk or cream lemon powder salt and hot pepper'
127,13,'  Mix until the lemon powder and salt dissolve'
127,14,'  Taste then adjust the amount of lemon powder salt and hot pepper to your liking'
127,15,'  Pour the mixture over the eggplant'
127,16,'  Sprinkle the green onions over the eggplant and coconut milk'
127,17,'  Stir gently to combine'
128,1,'Mix all the ingredients in the Honey Teriyaki Glaze together'
128,2,' Whisk to blend well'
128,3,' Combine the salmon and the Glaze together'
128,4,'Heat up a skillet on medium-low heat'
128,5,' Add the oil Pan-fry the salmon on both sides until its completely cooked inside and the glaze thickens'
128,6,'Garnish with sesame and serve immediately'
129,1,'Line an 8-inch-square baking pan with wax paper or foil and coat with non-stick spray'
129,2,'In a microwave-safe bowl combine the dark chocolate chips heavy cream and half of the sweetened condensed milk'
129,3,' Microwave the dark chocolate mixture in 20-second intervals stirring in between each interval until the chocolate is melted'
129,4,'Add the vanilla extract to the dark chocolate mixture and stir well until smooth'
129,5,'Transfer the dark chocolate mixture into the prepared pan and spread into an even layer'
129,6,'In a separate bowl combine the white chocolate chips with the remaining half of the sweetened condensed milk'
129,7,' Microwave the white chocolate mixture in 20-second intervals stirring in between each interval until the chocolate is melted'
129,8,'Evenly spread the white chocolate mixture on top of dark chocolate layer'
129,9,'Top the chocolate layers with the Mallow Bits or miniature marshmallows and gently press them down'
129,10,'Refrigerate for 4 hours or until set'
129,11,'Remove the fudge and wax paper from the pan'
129,12,' Carefully peel all of the wax paper from the fudge'
129,13,'Cut the fudge into bite-sized pieces and serve'
130,1,'STEP 1 - MAKING THE SOUPIn a wok add chicken broth and wait for it to boil'
130,2,'Next add salt sugar sesame seed oil white pepper hot pepper sauce vinegar and soy sauce and stir for few seconds'
130,3,'Add Tofu mushrooms black wood ear mushrooms to the wok'
130,4,'To thicken the sauce whisk together 1 Tablespoon of cornstarch and 2 Tablespoon of water in a bowl and slowly add to your soup until its the right thickness'
130,5,'Next add 1 egg slightly beaten with a knife or fork and add it to the soup and stir for 8 secondsServe the soup in a bowl and add the bbq pork and sliced green onions on top'
131,1,'This is one recipe a lot of people have requested and I have tried to make it as simple as possible and I hope it will work for you'
131,2,' Make sure you use the right flour which is basically one with raising agents'
131,3,' Adjust the amount of sugar to your taste and try using different flavours to have variety whenever you have them'
131,4,'You can use Coconut milk instead of regular milk you can also add desiccated coconut to the dry flour or other spices like powdered cloves or cinnamon'
131,5,'For healthy looking mandazis do not roll the dough too thin before frying and use the procedure I have indicated above'
131,6,'1'
131,7,' Mix the flourcinnamon and sugar in a suitable bowl'
131,8,'2'
131,9,' In a separate bowl whisk the egg into the milk3'
131,10,' Make a well at the centre of the flour and add the milk and egg mixture and slowly mix to form a dough'
131,11,'4'
131,12,' Knead the dough for 3-4 minutes or until it stops sticking to the sides of the bowl and you have a smooth surface'
131,13,'5'
131,14,' Cover the dough with a damp cloth  and allow to rest for 15 minutes'
131,15,'6'
131,16,' Roll the dough on a lightly floured surface into a 1cm thick piece'
131,17,'7'
131,18,' Using a sharp small knife cut the dough into the desired size setting aside ready for deep frying'
131,19,'8'
131,20,' Heat your oil in a suitable pot and gently dip the mandazi pieces to cook until light brown on the first side then turn to cook on the second side'
131,21,'9'
132,1,'2 Servings1'
132,2,' Preheat oven to 425 degrees'
132,3,' Wash and dry all produce'
132,4,' Cut potatoes into 1/2-inch-thick wedges'
132,5,' Toss on one side of a baking sheet with a drizzle of oil salt and pepper'
132,6,' (For 4 servings spread potatoes out across entire sheet'
132,7,') Roast on top rack for 5 minutes (well add the broccoli then)'
132,8,' 2'
132,9,' Meanwhile cut broccoli florets into bite-size pieces if necessary'
132,10,' Peel and finely chop garlic'
132,11,' In a small microwave-safe bowl combine 1 TBSP olive oil (2 TBSP for 4 servings) and half the garlic'
132,12,' Microwave until garlic sizzles 30 seconds'
132,13,' 3'
132,14,' Once potatoes have roasted 5 minutes remove sheet from oven and add broccoli to empty side; carefully toss with garlic oil salt and pepper'
132,15,' (For 4 servings add broccoli to a second sheet'
132,16,') Continue roasting until potatoes and broccoli are browned and crispy 15-20 minutes more'
132,17,' 4'
132,18,' While veggies roast pat chicken dry with paper towels; season all over with salt and pepper'
132,19,' Heat a drizzle of oil in a large pan over medium-high heat'
132,20,' Add chicken and cook until browned and cooked through 5-6 minutes per side'
132,21,' (If chicken browns too quickly reduce heat to medium'
132,22,') Turn off heat; set chicken aside to rest'
132,23,' Wash out pan'
132,24,' 5'
132,25,' Heat pan used for chicken over medium-high heat'
132,26,' Add a drizzle of oil and remaining garlic; cook until fragrant 30 seconds'
132,27,' Stir in vinegar honey stock concentrate and 1/4 cup water (1/3 cup for 4 servings)'
132,28,' Simmer until thick and glossy 2-3 minutes'
132,29,' Remove from heat and stir in 1 TBSP butter (2 TBSP for 4)'
132,30,' Season with salt and pepper'
132,31,' 6'
132,32,' Return chicken to pan and turn to coat in glaze'
132,33,' Divide chicken broccoli and potatoes between plates'
132,34,' Spoon any remaining glaze over chicken and serve'
133,1,'Heat oven to 160C/140C fan/gas 3'
133,2,' Crush the biscuits and most of the almonds inside a plastic food bag using a rolling pin'
133,3,' Mix with the butter then press into the bottom of a deep oval 23cm dish (or something similar in size  a roasting tin baking dish or cake tin will work)'
133,4,' Bake for 10 mins until crisp'
133,5,'Stir or mash together the yogurt and mascarpone then whisk in the eggs one at a time'
133,6,' Stir in the lemon and orange zests then stir in most of the honey reserving about 3 tbsp'
133,7,' Spread over the biscuit base cover loosely with foil and cook for 1 hr'
133,8,' Remove the foil and cook for 15 mins more until lightly golden and the top is firm with just the slightest wobble in the middle'
133,9,' Leave to cool'
133,10,' Can be kept in the fridge for up to 2 days'
133,11,'To serve scatter with almonds drizzle over the remaining honey and hand around fresh fruit to go with it'
134,1,'STEP 1Peel and cut the potatoes into even medium-sized chunks'
134,2,' Put in a large pan filled with cold salted water bring to the boil and cook for 10-15 mins until a knife can be inserted into the potatoes easily'
134,3,'STEP 2Meanwhile melt the butter in a large saut pan over a medium heat'
134,4,' Add the garlic cabbage spring onions and some seasoning'
134,5,' Stir occasionally until the cabbage is wilted but still retains a little bite then set aside'
134,6,'STEP 3Drain the potatoes leave to steam-dry for a couple of mins then mash with the cream mustard and seasoning in the same saucepan'
134,7,' Stir in the cabbage and ham hock'
134,8,' Keep warm over a low heat'
134,9,'STEP 4Reheat the pan you used to cook the cabbage (no need to wash first) add a splash of oil crack in the eggs and fry to your liking'
134,10,' To serve divide the colcannon between bowls and top each with a fried egg'
135,1,'Heat the oven to 180C/350F/gas mark 4'
135,2,' Drain and rinse the soaked wheat put it in a medium pan with lots of water bring to a boil and simmer for an hour until cooked'
135,3,' Drain and set aside'
135,4,'Season the lamb with a teaspoon of salt and some black pepper'
135,5,' Put one tablespoon of oil in a large deep saut pan for which you have a lid; place on a medium-high heat'
135,6,' Add some of the lamb  dont overcrowd the pan  and sear for four minutes on all sides'
135,7,' Transfer to a bowl and repeat with the remaining lamb adding oil as needed'
135,8,'Lower the heat to medium and add a tablespoon of oil to the pan'
135,9,' Add the shallots and fry for four minutes until caramelised'
135,10,' Tip these into the lamb bowl and repeat with the remaining vegetables until they are all nice and brown adding more oil as you need it'
135,11,'Once all the vegetables are seared and removed from the pan add the wine along with the sugar herbs a teaspoon of salt and a good grind of black pepper'
135,12,' Boil on a high heat for about three minutes'
135,13,'Tip the lamb vegetables and whole wheat back into the pot and add the stock'
135,14,' Cover and boil for five minutes then transfer to the oven for an hour and a half'
135,15,'Remove the stew from the oven and check the liquid; if there is a lot remove the lid and boil for a few minutes'
136,1,'Put a deep roasting tin onto the bottom shelf of the oven and make sure that theres another shelf directly above it'
136,2,' Pull the roasting tin out on its shelf fill two-thirds with boiling water from the kettle then carefully slide it back in'
136,3,' Heat oven to 180C/160C fan/gas 4'
136,4,' Tear off a large sheet of foil and greaseproof paper (about 30 x 40cm)'
136,5,' Sit the greaseproof on top of the foil and butter it'
136,6,'Tip butter flour and vanilla seeds into a food processor; pulse until the butter has disappeared'
136,7,' Tip into a mixing bowl'
136,8,' Stir through the suet pour in the milk and work together with a cutlery knife until you get a sticky dough'
136,9,' You may need a drop more milk depending on your flour'
136,10,'Tip the dough out onto a floured surface quickly pat together to smooth then roll out to a square roughly 25 x 25cm'
136,11,' Spread the jam all over leaving a gap along one edge then roll up from the opposite edge'
136,12,' Pinch the jam-free edge into the dough where it meets and pinch the ends roughly too'
136,13,' Carefully lift onto the greased paper join-side down (you might find a flat baking sheet helpful for this) loosely bring up the paper and foil around it then scrunch together along the edges and ends to seal'
136,14,' The roly-poly will puff quite a bit during cooking so dont wrap it tightly'
136,15,' Lift the parcel directly onto the rack above the tin and cook for 1 hr'
136,16,'Let the pudding sit for 5 mins before unwrapping then carefully open the foil and paper and thickly slice to serve'
137,1,'To make the jerk marinade combine all the ingredients in a food processor along with 1 tsp salt and blend to a pure'
137,2,' If youre having trouble getting it to blend just keep turning off the blender stirring the mixture and trying again'
137,3,' Eventually it will start to blend up  dont be tempted to add water as you want a thick paste'
137,4,'Taste the jerk mixture for seasoning  it should taste pretty salty but not unpleasantly puckering salty'
137,5,' You can now throw in more chillies if its not spicy enough for you'
137,6,' If it tastes too salty and sour try adding in a bit more brown sugar until the mixture tastes well balanced'
137,7,'Make a few slashes in the chicken thighs and pour the marinade over the meat rubbing it into all the crevices'
137,8,' Cover and leave to marinate overnight in the fridge'
137,9,'If you want to barbecue your chicken get the coals burning 1 hr or so before youre ready to cook'
137,10,' Authentic jerked meats are not exactly grilled as we think of grilling but sort of smoke-grilled'
137,11,' To get a more authentic jerk experience add some wood chips to your barbecue and cook your chicken over slow indirect heat for 30 mins'
137,12,' To cook in the oven heat to 180C/160C fan/gas 4'
137,13,' Put the chicken pieces in a roasting tin with the lime halves and cook for 45 mins until tender and cooked through'
137,14,'While the chicken is cooking prepare the rice & peas'
137,15,' Rinse the rice in plenty of cold water then tip it into a large saucepan with all the remaining ingredients except the kidney beans'
137,16,' Season with salt add 300ml cold water and set over a high heat'
137,17,' Once the rice begins to boil turn it down to a medium heat cover and cook for 10 mins'
137,18,'Add the beans to the rice then cover with a lid'
137,19,' Leave off the heat for 5 mins until all the liquid is absorbed'
137,20,' Squeeze the roasted lime over the chicken and serve with the rice & peas and some hot sauce if you like it really spicy'
138,1,'Make the Pastry DoughTo a large bowl add flour 1 teaspoon salt and turmeric and mix thoroughly'
138,2,'Rub shortening into flour until there are small pieces of shortening completely covered with flour'
138,3,'Pour in 1/2 cup of the ice water and mix with your hands to bring the dough together'
138,4,' Keep adding ice water 2 to 3 tablespoons at a time until the mixture forms a dough'
138,5,'At this stage you can cut the dough into 2 large pieces wrap in plastic and refrigerate for 30 minutes before using it'
138,6,'Alternatively cut the dough into 10 to 12 equal pieces place on a platter or baking sheet cover securely with plastic wrap and let chill for 30 minutes while you make the filling'
138,7,'Make the FillingAdd ground beef to a large bowl'
138,8,' Sprinkle in allspice and black pepper'
138,9,' Mix together and set aside'
138,10,'Heat oil in a skillet until hot'
138,11,'Add onions and saut until translucent'
138,12,' Add hot pepper garlic and thyme and continue to saut for another minute'
138,13,' Add 1/4 teaspoon salt'
138,14,'Add seasoned ground beef and toss to mix breaking up any clumps and let cook until the meat is no longer pink'
138,15,'Add ketchup and more salt to taste'
138,16,'Pour in 2 cups of water and stir'
138,17,' Bring the mixture to a boil then reduce heat and let simmer until most of the liquid has evaporated and whatever is remaining has reduced to a thick sauce'
138,18,'Fold in green onions'
138,19,' Remove from heat and let cool completely'
138,20,'Assemble the PattiesBeat the egg and water together to make an egg wash'
138,21,' Set aside'
138,22,'Now you can prepare the dough in two ways'
138,23,'First Method: Flour the work surface and rolling pin'
138,24,' If you had cut it into 2 large pieces then take one of the large pieces and roll it out into a very large circle'
138,25,' Take a bowl with a wide rim (about 5 inches) and cut out three circles'
138,26,'Place about 3 heaping tablespoons of the filling onto 1/2 of each circle'
138,27,' Dip a finger into the water and moisten the edges of the pastry'
138,28,' Fold over the other half and press to seal'
138,29,' Take a fork and crimp the edges'
138,30,' Cut off any extra to make it look neat and uniform'
138,31,' Place on a parchment-lined baking sheet and continue to work until you have rolled all the dough and filled the patties'
138,32,'Second Method: If you had pre-cut the dough into individual pieces work with one piece of dough at a time'
138,33,' Roll it out on a floured surface into a 5-inch circle or a little larger'
138,34,' Dont worry if the edges are not perfect'
138,35,'Place 3 heaping tablespoons of the filling on one side of the circle'
138,36,' Dip a finger into the water and moisten the edges of the pastry'
138,37,' Fold over the other half and press to seal'
138,38,'Take a fork and crimp the edges'
138,39,' Cut off any extra to make it look neat and uniform'
138,40,' Place on a parchment-lined baking sheet and continue work until you have rolled all the dough and filled the patties'
138,41,'Frying and Serving the PattiesAfter forming the patties place the pans in the refrigerator while you heat the oven to 350 F'
138,42,'Just before adding the pans with the patties to the oven brush the patties with egg wash'
138,43,'Bake patties for 30 minutes or until golden brown'
138,44,'Cool on wire racks'
138,45,'Serve warm'
139,1,'STEP 1Rinsing and soaking your rice is key to achieving the perfect texture'
139,2,' Measure the rice into a bowl cover with cold water then use your fingers to massage the grains of rice  the water will become cloudy'
139,3,' Drain and rinse again with fresh water'
139,4,' Repeat five more times until the water stays clear'
139,5,'STEP 2Tip the rinsed rice into a saucepan with 400ml water or 200ml dashi and 200ml water bring to the boil then turn down the heat to a low simmer cover with a tight-fitting lid with a steam hole and cook for 15 mins'
139,6,' Remove from the heat and leave to sit for another 15 mins then stir through the mirin'
139,7,' Remove the lid and give it a good stir'
139,8,' Serve with any or all of the optional toppings'
140,1,'STEP 1Heat the oil in a pan fry the sliced onion until golden brown then add the tonkatsu (see recipe here) placing it in the middle of the pan'
140,2,' Mix the dashi soy mirin and sugar together and tip three-quarters of the mixture around the tonkatsu'
140,3,' Sizzle for a couple of mins so the sauce thickens a little and the tonkatsu reheats'
140,4,'STEP 2Tip the beaten eggs around the tonkatsu and cook for 2-3 mins until the egg is cooked through but still a little runny'
140,5,' Divide the rice between two bowls then top each with half the egg and tonkatsu mix sprinkle over the chives and serve immediately drizzling with a little more soy if you want an extra umami kick'
141,1,'Cut the meat into strips'
141,2,' Heat oil in a pan and fry the strips for 6 minutes until its ready'
141,3,'Bake the fries until golden brown in a deep fryrer'
141,4,' When ready transfer to a backing dish'
141,5,' Make sure the fries are spread over the whole dish'
141,6,'Cover the fries with a new layer of meat and spread evenly'
141,7,'Add a layer of cheese over the meat'
141,8,' You can also use grated cheese'
141,9,' When done put in the oven for a few minutes until the cheese is melted'
141,10,'Chop the lettuce tomato and cucumber in small pieces and mix together'
141,11,' for a basic salad'
141,12,' As extra you can add olives jalapenos and a red union'
142,1,'Preheat fryer to 350F'
142,2,' Thoroughly mix together all the spice mix ingredients'
142,3,'Combine spice mix with flour brown sugar and salt'
142,4,'Dip chicken pieces in egg white to lightly coat them then transfer to flour mixture'
142,5,' Turn a few times and make sure the flour mix is really stuck to the chicken'
142,6,' Repeat with all the chicken pieces'
142,7,'Let chicken pieces rest for 5 minutes so crust has a chance to dry a bit'
142,8,'Fry chicken in batches'
142,9,' Breasts and wings should take 12-14 minutes and legs and thighs will need a few more minutes'
142,10,' Chicken pieces are done when a meat thermometer inserted into the thickest part reads 165F'
142,11,'Let chicken drain on a few paper towels when it comes out of the fryer'
142,12,' Serve hot'
143,1,'Prep:15min    Cook:30min    Ready in:45min For the curry sauce: Heat oil in medium non-stick saucepan add onion and garlic and cook until softened'
143,2,' Stir in carrots and cook over low heat for 10 to 12 minutes'
143,3,'Add flour and curry powder; cook for 1 minute'
143,4,' Gradually stir in stock until combined; add honey soy sauce and bay leaf'
143,5,' Slowly bring to the boil'
143,6,'Turn down heat and simmer for 20 minutes or until sauce thickens but is still of pouring consistency'
143,7,' Stir in garam masala'
143,8,' Pour the curry sauce through a sieve; return to saucepan and keep on low heat until ready to serve'
143,9,'For the chicken: Season both sides of chicken breasts with salt and pepper'
143,10,' Place flour egg and breadcrumbs in separate bowls and arrange in a row'
143,11,' Coat the chicken breasts in flour then dip them into the egg then coat in breadcrumbs making sure you cover both sides'
143,12,'Heat oil in large frying pan over medium-high heat'
143,13,' Place chicken into hot oil and cook until golden brown about 3 or 4 minutes each side'
143,14,' Once cooked place on kitchen paper to absorb excess oil'
144,1,'Heat the oven to 160C/fan 140C/gas 3'
144,2,' Whizz the biscuits to crumbs in a food processor (or put in a strong plastic bag and bash with a rolling pin)'
144,3,' Mix with the melted butter and press into the base and up the sides of a 22cm loose-based tart tin'
144,4,' Bake in the oven for 10 minutes'
144,5,' Remove and cool'
144,6,'Put the egg yolks in a large bowl and whisk for a minute with electric beaters'
144,7,' Add the condensed milk and whisk for 3 minutes then add the zest and juice and whisk again for 3 minutes'
144,8,' Pour the filling into the cooled base then put back in the oven for 15 minutes'
144,9,' Cool then chill for at least 3 hours or overnight if you like'
144,10,'When you are ready to serve carefully remove the pie from the tin and put on a serving plate'
144,11,' To decorate softly whip together the cream and icing sugar'
144,12,' Dollop or pipe the cream onto the top of the pie and finish with extra lime zest'
145,1,'Heat the oil in a large frying pan over a low-medium heat'
145,2,' Add the onion and a pinch of salt and cook slowly stirring occasionally until softened and just starting to colour'
145,3,' Add the garlic ginger and coriander stalks and cook for a further 2 mins until fragrant'
145,4,'Add the spices to the pan and cook for another 1 min by which point everything should smell aromatic'
145,5,' Tip in the chopped tomatoes and kidney beans in their water then bring to the boil'
145,6,'Turn down the heat and simmer for 15 mins until the curry is nice and thick'
145,7,' Season to taste then serve with the basmati rice and the coriander leaves'
146,1,'For the rice heat the oil in a large lidded pan add the onion then gently fry for 5 mins until softened but not coloured'
146,2,' Add the spices season with salt then continue to fry until the mix start to go brown and fragrant; about 3 mins'
146,3,'Add the rice and stir in well'
146,4,' Add 600ml water stir then bring to the boil'
146,5,' Reduce to a simmer then cover for 10 mins'
146,6,' Take off the heat and leave to stand covered for 10-15 mins more'
146,7,' The rice will be perfectly cooked if you do not lift the lid before the end of the cooking'
146,8,'Meanwhile put the haddock and bay leaves in a frying pan cover with the milk then poach for 10 mins until the flesh flakes'
146,9,' Remove from the milk peel away the skin then flake the flesh into thumbsize pieces'
146,10,' Place the eggs in a pan cover with water bring to the boil then reduce to a simmer'
146,11,' Leave for 4-5 mins plunge into cold water then peel and cut the eggs into quarters'
146,12,' Gently mix the fish eggs parsley coriander and rice together in the pan'
146,13,' Serve hot sprinkled with a few extra herbs'
147,1,'Combine the sake or rice wine soy sauce sesame oil and cornflour dissolved in water'
147,2,' Divide mixture in half'
147,3,'In a glass dish or bowl combine half of the sake mixture with the chicken pieces and toss to coat'
147,4,' Cover dish and place in refrigerator for about 30 minutes'
147,5,'In a medium frying pan combine remaining sake mixture chillies vinegar and sugar'
147,6,' Mix together and add spring onion garlic water chestnuts and peanuts'
147,7,' Heat sauce slowly over medium heat until aromatic'
147,8,'Meanwhile remove chicken from marinade and saut in a large frying pan until juices run clear'
147,9,' When sauce is aromatic add sauted chicken and let simmer together until sauce thickens'
148,1,'Mix the cornflour and 1 tbsp soy sauce toss in the prawns and set aside for 10 mins'
148,2,' Stir the vinegar remaining soy sauce tomato pure sugar and 2 tbsp water together to make a sauce'
148,3,'When youre ready to cook heat a large frying pan or wok until very hot then add 1 tbsp oil'
148,4,' Fry the prawns until they are golden in places and have opened out then tip them out of the pan'
148,5,'Heat the remaining oil and add the peanuts chillies and water chestnuts'
148,6,' Stir-fry for 2 mins or until the peanuts start to colour then add the ginger and garlic and fry for 1 more min'
148,7,' Tip in the prawns and sauce and simmer for 2 mins until thickened slightly'
148,8,' Serve with rice'
149,1,'Peel potatoes and cut into 5cm cubes'
149,2,'Pour 1-2 cm of olive oil into a large pan and heat up very hot'
149,3,' Fry potatoes until golden brown for 20 minutes turning from time to time'
149,4,' Place on kitchen paper to drain'
149,5,'Cut the peppers in half and remove seeds'
149,6,' Rub a little olive oil on them and place the cut side down on a baking tray'
149,7,' Place them under the grill'
149,8,' Grill until the skin is dark and bubbly'
149,9,' While the peppers are still hot put them into a plastic sandwich bag and seal it'
149,10,' Take them out after 15 minutes and remove skins'
149,11,'In the meantime heat more olive oil another pan'
149,12,' Peel the onions and cut into thin rings'
149,13,' Fry for 15 minutes until golden brown turning them often'
149,14,' Add the Ras el hanout at the end'
149,15,'Cut the pumpkin into 5cm cubes and fry in the same pan you used for the potatoes for 10-15 minutes until it is soft and slightly browned'
149,16,' Place on kitchen paper'
149,17,'Pour the remaining olive oil out of the pan and put all the cooked vegetables into the pan and mix'
149,18,' Whisk eggs and pour them over the vegetables'
149,19,' Put the lid on the pan so that the eggs cook'
149,20,' Put the contents of the pan onto a large chopping board add salt and pepper and chopped and mix everything with a big knife'
150,1,'Heat the vegetable oil in a large frying pan over medium-high heat'
150,2,' Add the lamb and cook until browned on all sides about 5 minutes'
150,3,' Season with saffron salt and pepper to taste; stir in all but 4 tablespoons of the onion and pour in the water'
150,4,' Bring to the boil then cover reduce heat to medium-low and simmer until the lamb is tender about 15 minutes'
150,5,'Uncover the pan stir in the butter and allow the sauce reduce 5 to 10 minutes to desired consistency'
150,6,' Season to taste with salt and pepper then pour into a serving dish'
150,7,' Sprinkle with the remaining chopped onions and parsley'
150,8,' Garnish with lemon wedges to serve'
151,1,'If you order kumpir in Turkey the standard filling is first lots of butter mashed into the potato followed by cheese'
151,2,' Theres then a row of other toppings that you can just point at to your hearts content  sweetcorn olives salami coleslaw Russian salad allsorts  and you walk away with an over-stuffed potato because you got ever-excited by the choices on offer'
151,3,'Grate (roughly  you can use as much as you like) 150g of cheese'
151,4,'Finely chop one onion and one sweet red pepper'
151,5,'Put these ingredients into a large bowl with a good sprinkling of salt and pepper chilli flakes (optional)'
152,1,'Dissolve yeast in warm water in 2 1/2-quart bowl'
152,2,' Add milk sugar salt eggs shortening and 2 cups flour'
152,3,' Beat on low for 30 seconds scraping bowl constantly'
152,4,' Beat on medium speed for 2 minutes scraping bowl occasionally'
152,5,' Stir in remaining flour until smooth'
152,6,' Cover and let rise until double 50-60 minutes'
152,7,' (Dough is ready when indentation remains when touched'
152,8,') Turn dough onto floured surface; roll around lightly to coat with flour'
152,9,' Gently roll dough 1/2-inch thick with floured rolling pin'
152,10,' Cut with floured doughnut cutter'
152,11,' Cover and let rise until double 30-40 minutes'
152,12,'Heat vegetable oil in deep fryer to 350'
152,13,' Slide doughnuts into hot oil with wide spatula'
152,14,' Turn doughnuts as they rise to the surface'
152,15,' Fry until golden brown about 1 minute on each side'
152,16,' Remove carefully from oil (do not prick surface); drain'
152,17,' Dip the doughnuts into creamy glaze set on rack'
152,18,'Glaze: Heat butter until melted'
152,19,' Remove from heat'
152,20,' Stir in powdered sugar and vanilla until smooth'
152,21,' Stir in water 1 tablespoon at a time until desired consistency'
153,1,'Cook the lentils'
153,2,' Bring lentils and 4 cups of water to a boil in a medium pot or saucepan over high heat'
153,3,' Reduce the heat to low and cook until lentils are just tender (15-17 minutes)'
153,4,' Drain from water and season with a little salt'
153,5,' (Note: when the lentils are ready they should not be fully cooked'
153,6,' They should be only par-cooked and still have a bite to them as they need to finish cooking with the rice)'
153,7,'Now for the rice'
153,8,' Drain the rice from its soaking water'
153,9,' Combine the par-cooked lentils and the rice in the saucepan over medium-high heat with 1 tbsp cooking oil salt pepper and coriander'
153,10,' Cook for 3 minutes stirring regularly'
153,11,' Add warm water to cover the rice and lentil mixture by about 1 1/2 inches (youll probably use about 3 cups of water here)'
153,12,' Bring to a boil; the water should reduce a bit'
153,13,' Now cover and cook until all the liquid has been absorbed and both the rice and lentils are well cooked through (about 20 minutes)'
153,14,'  Keep covered and undisturbed for 5 minutes or so'
153,15,'Now make the pasta'
153,16,' While the rice and lentils are cooking make the pasta according to package instructions by adding the elbow pasta to boiling water with a dash of salt and a little oil'
153,17,' Cook until the pasta is al dente'
153,18,' Drain'
153,19,'Cover the chickpeas and warm in the microwave briefly before serving'
153,20,'Make the crispy onion topping'
153,21,' Sprinkle the onion rings with salt then toss them in the flour to coat'
153,22,' Shake off excess flour'
153,23,'In a large skillet heat the cooking oil over medium-high heat cook the onion rings stirring often until they turn a nice caramelized brown'
153,24,' Onions must be crispy but not burned (15-20 minutes)'
154,1,'Use pickled vine leaves here preserved in brine'
154,2,' Small delicate leaves are better than the large bristly ones but if only large leaves are to hand then trim them to roughly 12 by 12 cms so that you dont get too many layers of leaves around the filling'
154,3,' And remove any stalks'
154,4,' Drain the preserved leaves immerse them in boiling water for 10 minutes and then leave to dry on a tea towel before use'
154,5,' Basmati rice with butter and pine nuts is an ideal accompaniment'
154,6,' Couscous is great too'
154,7,' Serves four'
154,8,'First make the filling'
154,9,' Put all the ingredients apart from the tomatoes in a bowl'
154,10,' Cut the tomatoes in half coarsely grate into the bowl and discard the skins'
154,11,' Add half a teaspoon of salt and some black pepper and stir'
154,12,' Leave on the side or in the fridge for up to a day'
154,13,' Before using gently squeeze with your hands and drain away any juices that come out'
154,14,'To make the sauce heat the oil in a medium pan'
154,15,' Add the ginger and garlic cook for a minute or two taking care not to burn them then add the tomato lemon juice and sugar'
154,16,' Season and simmer for 20 minutes'
154,17,'While the sauce is bubbling away prepare the vine leaves'
154,18,' Use any torn or broken leaves to line the base of a wide heavy saucepan'
154,19,' Trim any leaves from the fennel cut it vertically into 0'
154,20,'5cm-thick slices and spread over the base of the pan to cover completely'
154,21,'Lay a prepared vine leaf (see intro) on a work surface veiny side up'
154,22,' Put two teaspoons of filling at the base of the leaf in a 2cm-long by 1cm-wide strip'
154,23,' Fold the sides of the leaf over the filling then roll it tightly from bottom to top in a cigar shape'
